Name,Stars,Review
Essam Shousha,3,المرة دي ال noodles كلها جاية بالصوص حادق جدا و متتاكلش
Kariman,1,It was not good at all
Nada Naser,3,the driver was supportive but the order was so late and the support system wasn't working
Sara Ayman,1,"Sushi was very bad and cold not fresh at all, really really bad"
اسلام,3,بارد ومفيش تنوع صوصات اكتر
arwa,5,بجد انا طلبت الاوفر ده تلات مرات المره ديه احلا مره تحفه لجد تسلم ايد الشيف الي ماسك الشيفت ده
Hassan El Bannan,1,i ordered from exactly 2 hours and still no show
Dina Samir,3,late delivery and cold meal
Basent Alaa,1,I ordered shrimp noodles soup and I received fried shrimps
Esraa Aboeisha,4,came late
Farah Seddik,3,"It’s okay and the food hot and on time, but it was not fresh."
Sohayla Abd El-Samea,3,Mainly the presentation of the food was not good pieces were all over each other and some pieces were missing items like the salmon layer and caviar spreading
walaa,3,The sushi was a bit burnt
Passant Adel,5,ساقع والصويا صوص مدلوقة في كيس معرفش ازاي واخر حاجة بقي الاوردر وصل بعد ميعادة ب ٤٥ دقيقة بجد تجربة مش حلوة خالص
malak,4,"Tuna was not fresh ,no even edible so disappointed"
Youssef Hany,1,Order didnt even come
Rania M. Elmenyawy,1,i didn't receive the order as the restaurant call me before iftar 10 mins informing me that they willbe late for an hour. I told themI willnot accept to receive the order that late because its Iftar time and they should have informed me earlier
Duy,5,❤️❤️❤️
Yosra El-Hennawy,1,Damaged unorganized fallen down
nada,5,مبدعيننن❤️❤️
Di Na,3,الرولز حجمه صغير جدا كأنه أكل عروسة باربي!! وريحة زفارة في السلمون غير كده مش بطال
Hany,1,quality was way worse than normal and was very late
Essam Shousha,5,the order was amazing. everything was super fresh and the ingredients are high quality.
Arina,5,Thank you for an amazing sushiiiii ! Best what I tried in Cairo
Marwa Mostafa,5,Goid
Arina,5,
Mai Kostandy,5,"I tasted AMA Sushi before it wasn’t that good they upgraded their quality … Sushi was Fresh , hot and delicious and price was reasonable"
Nihal Medhat Mostafa,3,was not so fresh 😕
Basma,3,Delivery was 30 while on receipt was 60. The place is just 2 mins away
Yehia Ibrahim Darwish,5,"Great value for money, it came super quick too."
Mennatallah,4,I ordered egg noodles but I received noodles (pasta)
Nora Ashraf,1,الاكل كان بارد جدا
Salma Hassan,5,👍🏻👍🏻
Rania Raaft,1,اول مره يكون سىء بالشكل ده احنا بنجيب منكم كتير جدا المره ديه كان بايت وجع بطنى انا وبنتى يومين وكرهت السوشى
Fatma Sammy,5,Add teryaky to the menu
Rabea Bahaa,5,N/A
Ahmed Ibrahim,5,👍
Ahmed,4,"The sushi was excellent, but the tempura dish contained too many vegetables and breadcrumbs with very few shrimps and calamari."
Aya Fahmy,5,"The sushi was of good quality, and i got the order very fast"
Yara Mohamed,4,"7elw overall kda bs el fried msh a7sn 7aga, lakn rl raw kan perfect 👌🏻"
Layla Rabie,5,I ordered 12 pieces and I didn’t expect it to be that good. The delivery guy well mannered. Thank you for the lovely food.
Yara,5,Tohfaaaa
Mai Medhat,4,order was good only philadelphia roll tasted weird
Nada Khalil,1,الاوردر كان بارد و معجن رغم اني منبهه فالتليفون مستوى سئ جدا
Pasenova,1,Instead 16 rolls I got 12. Rolls are small.
Maiie Ayman,1,انا جالي تسمم انا من ساعة ما كلت و انا بموت والله اخر مره اطلب من المكان ده
Mariam,5,My
Noor,1,الاوردر اتاخر عن الميعاد ساعتين والاكل جاي متلغبط ع بعض وابدا مش فريش حقيقي اسوء تجربه سوشي
Nada Mahdally,1,"Frying oil is soo bad, the sushi wasn’t fresh, throw it all"
Jomana Hafez,1,cold and came very late
Dina Samir,2,It was so cold unfortunately
LORD LEDO,5,روعة
Ola Hussein,1,The sushi was rotten and most of the ingredients were expired.
engy zine,4,food was cold
Shahenda Mousa,1,Sushi was super cold. Most pieces were crumbled. Order was 3 hrs late
Mona Alaa Eldin,5,حجم السوشي اصبح اقل بشكل ملحوظ
Walid Badr,1,I usually don’t leave a review but worst sushi I’ve ever had.
jana tarek,4,the food was good but there was a bad piece of salmon in one of my rolls
Menna Rashwan,1,"Disgusting taste, never ordering again"
lamiaa kelany,5,للاسف سئ وبارد
Mariam Gamal,2,very late delivery!
walaa,3,"The spicy lemon roll was a bit burned, and the soy sauce tasted so heavy quite weird."
aly,3,Missed 2 teriyaki sauces Also the teriyaki sauce which added with the order ( for free ) is veryy smalll
Aya Abdeldayem,2,اسوا مرة طلبت فيها و بار جدا و وصل بعد ساعتين و نص
Joe Maged,1,معملش ال اوردير اصلا و موصلش و فضلت مستني ساعه و نص و في الاخر قالي اصل حد استلم الاوردير على الجهاز و نسي يعمله
Halla Mhd,1,Food was very cold
Sarah Khalifa,3,they didn't include my note/comment 2 pieces were sent in very bad shape and taste
Hager Abdullah,1,جيه متأخر وبارد ومجلد
Omar Salem,4,The portions could be bigger for the price
Heba Wahba,2,Late delivery and cold!
Yasmine Osama El Qersh,1,طعم سئ جدا جدا جدا
Menna Alaa El Adl,3,Quality wasn’t good as before Also temperature wasn’t good
Sherouk Ashraf Khalaf,1,الاوردر وصل فى ساعتين و طبعا كان بارد السوشى طعمه سئ مفيش قطعة كويسة بجد اخرررررر مرة اطلب منه
Dahlia Kamal Helaly,1,"I wrote very clearly the changes I wanted so if what I asked was not approved to change then someone from either emad’s should have called me and told me so, because in that case I would change my order!! What happened is that I received it and don..."
Christine Alfred,2,Seafood was not fresh and tasted weird
Ahmed Magdy,5,Amazing 😍
Salma Hussein,1,the worst sushi ever
alshaimaa abdou,5,exceptional 😍😍
ragaey,1,قرف جدا معمله وحشا من خدمه العملاء اكل بارد طعم سيء
Ahmed Farag,5,أحلى سوشي جربته الطعم ممتاز والكمية ممتازة والعرض والسعر ممتاز
Mai,4,decrease the quantity of the rice other than that its good put some extra ginger overall experience its good
Omar Ahmed Nagdy,1,الصوصات مفتوحة ومدلوقه على بعضها!!
Mai Sayed,3,الافوكادو لم ينضج
Sandra Maged,5,k
Kerolos Nagui Baki,5,7/10
Samar Magdi,5,هو حلو و كل حاجة بس ليه 4 جمبريات ب 130 جنية 🤔
Samy M. El-marakby,1,Didn't taste good as usual
Amira Fathy,1,"Literally taste was horrible, it came late and cold. Not recommended"
Heba Fadel,3,The soy sauce and ginger are in very low quantity compared to the order.
Christina Hanna,1,the driver was more than fine and respectful but the order had hairs in it
judy,1,mayetakelsh
Samar Hady,1,زفر جدا
Shahindah Magdy,5,my favorite sushi place the fish is always fresh same with the sauces I order it at least once a month and it always slaps
Sarah Hamdy,5,Excellent
Farida,5,So good
Nada Hisham,5,the best 🩷🩷 very good quality and awesome stuff
Yousra,5,خطييييير و تحفة تحفة تحفة اتأخر شوية بس الاكل عوضني عن التأخير. الاسعار حلوة جدا و affordable 👌
alshaimaa abdou,5,amazing 😍
Rasha Ezzeldin,3,Love it but was not fresh as the 1st time
Mai Redaa,3,الاكل كان سئ وبارد
samar,5,رائع
heba,1,عندي مشكله في الورد
samar abo zekry,5,Best Sushi ever
Rasha Ezzeldin,5,Loveeee itt
Luna Mohammed,1,Expensive
Yara Adel,3,Small portions
Ahmed Essam,1,Horrible food quality and very late service
Mai Elsayed Mabrouk,5,Very very nice arrived fresh and delicious
nouran,5,Very bad experience
Sally,2,مش احسن حاجة و النودلز وحشة اوي
Noor Abdelfattah,3,الدليفري اخد ٣٠ جنيه زياده!!!
Salma Yasser,1,المطعم هو اللي بعتلي الاوردر عشان بقاله اكتر من ساعة بيحاول يوصل للمندوب و مش بيرد عليه خدمة سيئة جدا جدا جدا الاوردر وصلني بعد اكتر من ساعتين بسبب المندوب مش بيرد على المطعم
mohga Yasser,1,dealing with bad delivery company + get the order ofter 2 house +having bad customer service
Omar,5,Good
Nada Amir,2,Ordered delivered very late after about 2:30 hours and food was not good
sara ali,5,I love it delicious taste
Olfat,3,The salmon was fishy
Yomna Othman,3,"the order was missing its sauces as there was only soy sauce, which is not expected from Ama"
Sam,3,"I’ve tasted way, way better than this. 😷"
Karim El Seglaby,5,Perfect keep it up
Ahmed Abo obyda,3,The food was cold and the packing wasn't closed well. The sauces got out from the boxes and filled the bag.
Summer Shahien,2,"The sushi wasn't fresh, we had to throw it away because it was so fishy. I always order from this place and was never disappointed until now"
Hadeer Abdelwahab,1,Horrible
Shah,3,-
Naglaa,1,الاكل وحش جدا
Haidy Adel,1,جالي تسمم و شكرا 😁
Mohamed,4,Good food . Slow delivery
Dima Wael,5,The food was great and the delivery guy was super patient and friendly. Great service.
rasha Allam,4,عرض الكومبو كان في قطعتين فاسدتين واضح انه كان غير طازج او سابق التجهيز
Mido Arabi,4,الحاجة المقلية وصلت باردة للأسف
Ayat Soliman,3,raw stuff did not look or taste fresh at all
Mariam Mohamed,5,tuhfaa
Khadija,5,Spicy crab salad كانت بايظة
Yousr,5,.
Mai Redaa,1,Bad food
Nevine,3,The raw sushi was awesome however the fried was average but the main reason for the 3 stars is the special request ignored as I received very small portion of the sauces for 40 pieces while I advise the restaurant to consider that & they confirmed bu...
Yaseen,1,"the food was inedible, we ordered sashimi and 30 combo and tom yum soup. The tom yum soup was tomato soup with a bit of lemon, the prawns were like gum. The sushi itself was not sushi. El samak kan melazlaz. El sushi kan beybos 3alaya wana bakol. Ya ..."
habiba,5,nahsi
Rana,2,Wasn’t fresh Too cold to eat
sally,5,Amazing experience
Nesma Gamal,3,"the sushi was very good and tasty but my meal was ruined by having not enough soy sauce, as well my note of extra soy sauce was disregarded. 1 soy sauce for 20 peaces is not enough."
Ahlam,4,حلو طبعا مافيش كلام بس للاسف اتاخرو جدا المره دى الاوردر وصل بعد ساعتين و الحاجه بردت جدا وهو سخن بيبقى احلى بكتير♥️
Farida,5,Was very good but took 2 hours
Salma Tariq,5,The food that i order was wrong
Ghadeer Muhamed,5,اتمنى حجم القطع يكون اكبر بشويه شكراً
Mariam,3,متوسط
Youstina,1,"The food was cold, smelly and not fresh at all"
Asmaa Sayed,1,The food was not fresh
Nancy Ezzat,5,The offer price was great
Y T,1,الأكل زفر
Nevine,4,"The order was hot , fresh & delicious, the reason I gave 4 stars not 5 is due to small portions of sauces hence I ordered 24 pieces & the latency of the delivery."
Nadine Yosry,1,الاكل اتأخر ساعتين ووصل بارد وطعمه سيء
Nora Ibrahim,5,excellent
Bassma M. Ahmed,1,Wasn’t like when I tried at the restaurant
Noha Sabry,2,الاوردر كان مفكوك الجزء المقلي مكنش حلو كوفر دقيق ومفيش حشو
ahmed saad,4,السوشي المقلي مش حلو خااااص
Nada,2,الاوردر وصل مقلوب
Sara Samul,1,The order was squished and cold and it tasted really bad which was not as their usual quality and it was delivered late
Norhan Raafat,1,It was missing 4 pieces dynamite
Mina Masood,3,القطع حجمها صغير جدا
Reem El Demrdash,1,تاني مره اجيب ديليفري ويطلع وحش جدااااا ومش بنفس جوده المطعم
Fatima Majdy,3,"very late delivery by the restaurant , food quality was fine but nit perfect"
Amr Mahmoud,1,It was tooooooo cold and the pieces was tooo small worst experience with a sushi restaurant
Mohamed Abdalla,1,cold and not fresh
Luna Mohammed,2,Expensive
Marwa Hafez,3,السوشي كان بارد وطعمه مش حلو اكنه بايت
Mariam Walid,1,I waited over an hour only for them to cancel the order without even telling me. I called them to ask why they cancelled and the person on the phone was super rude.
Ziad El-Rashidi,2,The food this time wasn’t fresh Asked to get extra ginger but nothing
John Emad,1,Ggh
Mai M Zaki,3,Not as usual
Emad Mohamed,1,الاوردر ناقص قطعة و بارد جدا. و جالي متاخر جدا
Noha Hussam,1,tasted so baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaad
N. Tantawy,2,"the sushi was cold, not freshly prepared! plus, there was supposed to be a pepsi can with the order, i did not receive any!"
Nono,5,الأوفرز تحفة والتجربة جميلة كالعادة، بس كأنهم صغروا حجم القطعة؟ أو يمكن أبقى جعانة بزيادة المرة دي 😂🤍 بالنسبالي من ٨ ل ١٢ قطعة تكفي شخص واحد جعان من غير أي أطباق جانبية
Sarah Mohamed Kamel,1,I canceled the order after being late for 2 hours the worst experience ever
Marwa Khairy,2,Not hot
Engy Abo El Nour,5,Perfect 👍👍
Mohamed Ashmawy,1,Everything was going very good till I found a finger-sized “Wasp” (not mosquito nor a fly) in the teriyaki sauce. Couldn’t get any more disgusting. Was definitely my first and last time!
Yossra,2,"I’ve had several good experiences with the place. However, this time the food did not taste good. I’ve noticed that the quality of the food has decreased. The risee was overcooked. The pieces tasted like leftovers. The entire batch was not fresh. It’..."
Aliaa Ehab,4,كنت طالبه اكسترا مايونيز حار مجاش 🥹
Youssef Rizkalla,3,"This place used to be my favorite sushi restaurant but the last 3 times I ordered it, it was less than average. The food didn’t taste great they stopped using fresh wasabi and sent packets that taste artificial. Everything didn’t taste fresh"
Mariam Sherif,3,food took too long to be prepared but the driver came in short time and the taste was average
Dina Abo Alnaga,5,Late but good
Jana Sarhan,1,i ordered and they cancelled on their own without calling me like an hour after i ordered??
Heba Haqqi,1,i got different pieces not the ones mentioned in the combo
Nouran Abdelrahman,3,الرز مكنش مستوي كفاية ولكن الصوصات والجينجر كانوا مظبوطين
Rawnaa sherif,4,"so fresh and tastes amazing , would definitely order again"
Haytham Mahgob,5,Most delicious soup and salad ever 😍😍
Ahmed Kelesh,1,Sushi tasted very cheap. Very cheap.
Dr.Abdelaziz,1,غير جيد
Ahmed Osama Gaber,1,The worst sushi i have ever eaten very low quality
Mustafa Fayed,2,tuna was not fresh at all it was horrible!
Haydy Tarek,5,Mr Abdelrahman was so helpful thanks si much for the support and
dina,3,wasn't fresh+bad avocado
Amaal Mohamed,1,الاكل مش فريش و خالص و زفر جدااا كانت اول تجربة و سئة اويييييي مع ان قولت وانا بطلب ان ياخد باله ان الحاجه تكون فريش بس بجد دفعت فلوس علي الفاضي و كمان الافوكادو كان بايظ
Petra,1,"It tastes like it was made a week ago, There was nearly no sauces in the pieces, very poor quality compared to prices, Supermarket packed sushi tastes better!"
Adel,4,النودلز خرا
meriem melad,2,very late delivery cold tasteless order
emad haj,1,"the order was disgusting, all items are smashed and sticked together."
Rasha Alkordy,1,the bag didn't fit the package and the food was mixed up
Marihan Ahmed,1,"Taste not as expected, small piece & poor quality."
Menna Alfarouk,5,الاكل وهمي و فريش و مظبوط اوي بس القطعة حجمها صغير اوي
Gehad Mohamed,3,الاوردر بارد
Doaa Selmi,3,الاسعار زادت كثير قوي في مده بسيطه غير ان القطع صغرت جدا يعني اما ترفعوا الاسعار او تقلل الكميات لكن ال ٢ كثير قوي كمان التوصيل زاد الضعف مره واحده
Nada Elnglawy,1,Food was really bad
Rawan Elkady,1,الاكل وصل بارد جدا وطعم المكونات بايظ والسعر مش قليل تجربة متتكررش
Haidy Ashraf,1,I had an outting and ordered delivery to people in my home the food came cold and poor after 2 hours waitinf. Everyone wished ive gotten from mori sushi instead
Mai,1,wasn’t the same items as selected
Walaa Amin,1,Not clean and very cold
Sameh Fawzy,1,الاكل سى جدا الدليفرى منتهى السؤ الطلب جة بعد ساعتين ونصف خبرة سيئة جدا لا انصح بة
Ahmed Saeed,1,الأكل سئ.. والاوردر وصل ناقص .. وبيكلموني بعدها بساعة فعليا عشان يبعتوا باقي الاوردر..
Sara Osama,1,الاكل مقرف و طعمة زفت و الكمية قليلة جدا نودلز الفراخ مفيش غير قطعة فراخ واحدة و طعمها مقرف و النودلز معجنة و ماسكة في بعضها جدا و ب ٨٠ ج و السبرينج رول قطعتين و مزيته
Nadine Khaled,2,Late so everything came cold
Shima,1,تاخير شديد جدا فى التوصيل و لا يوجد وسيله اتصال بيهم نستنى ساعتين عشان ٢٠ قطعة و بعدها الديلفري يتصل يقولى ابعتيلي اللوكيشن اصله مش باين عندى و ليه هيتحرك بعد ساعتين .. لا يمكن اطلب منه تانى
User,5,❤️
Ahmed Grosh,5,برجاء زيادة كمية الواسابي لطلبات التوصيل
Mariam,1,Got the wrong order
Sherine Al-kaliouby,5,The best ever Quality and handling
Menna elhadedy,5,Amazing
Aya Awad,1,بحياتي ما اكلت اشي اسوأ من هيك يعني استغفرالله بس وييييع
Nada Abdin,5,بصراحة من احسن السوشي اللي جربته و كل حاجة فرش و نظيف جدًا
Marwa Lotfy,1,تجربه سيئة مع مدير الفرع الاوردر وصل بعد ساعتين وربع بعد حدوته خايبه ان الطيار عمل حادثه وعملنا اوردر جديد لحضرتك ... يا ترا الكذبه دى قالها لكام عميل قبل كده؟ ليه مش بتحترموا العملاء وتكلموهم و العميل يختار اذا حابب يكمل الاوردر تانى معاهم ولا يختار...
Cherouk Amr,1,if I can give a review below 1 I would expired food ! كابوريا بايزه سالمون بايت افوكادوا اسود هو ايه ده بجد عايزين تموتونا وياريت المبلغ قليل علشان ناكل اكل بايظ حسبي الله ونعم الوكيل
Nereen Everton,3,It’s not bad but it’s not the best I’ve ever eaten either. I only got more disappointed when I found out that the “Philadelphia” cheese they’re using is Kiri cheese which disappointed me more as the value I paid doesn’t meet the quality I received.
Yousra Elkhawaga,5,احلي سوشي فالدنيا كله
Nehal,2,وجع بطن
Aya Tarek,1,الفرايد كله جاي معجن بطريقة اوفر ومالوش طعم
Nouran Abdelrahman,1,من اسوء الاوردرات اللي طلبتها اولاً الشيك جه بمبلغ ١٩٦.٦ مش ١٩١،٦ زي ما مكتوب في التطبيق. ثانياً الرولز كانت كبيرة على غير العادة ولكن طعمها للاسف سئ جداً الفرايد كان مزيت اوي. ثالثاً الجنزبيل المخلل كان سئ جداً جداً. تجربة سيئة فيما عدا صوص الترياك...
Malak,5,It was so good but the order came missing 5 sushi pieces
Mohamed Abdel Hamid,4,A great value for money!
zeina,1,"order came wrong out of 24 pieces only 4 were correct, very bad packaging and everything’s spilt , tastes 2 days old"
heba,2,Very bad quality عيب بجد بطنى وجعتنى جدا اتقوا الله فى الفلوس
Sara,3,الاكل وصل بارد جداً
NoHa Faik,1,جاب لي تسمم و برجع من امبارح
Dahlia Kamal Helaly,1,Wrong soup This is not hot and sour soup that is in the picture or the one I tried before. This looks like Tom Yum
Nevine Hussein,1,"Order came missing things and it was freezing, sushi is not good"
Menna,1,Terrible… the worse sushi i ever ate walahi. Please don’t order from this place again.
Safwa Mohamed,5,تحفه
Aya,3,بارد اوي و طعمه مش حلو
Nada,5,I recommande this place !
Lydia Basaly,2,Extremely cold and stale
Mohamed,5,Packaging could have been better and only 1 soy sauce but the food was delicious!
Mirna Nasr,1,The worst.
nermin,1,مطعم زي الزفت طالبت الاورد الساعه ٦ جالي ٧ و نص بالمنظر دا الاكل كله محطوط علي بعض و السوشي مفكوك و السالمون في حته و الصوصات متلخبطه فوق الاكل ، طلبتهم و قالو هيغيرو الاوردر جالي بعد ساعتين وً بردو متلخبط و معكوك في بعضه تجربه مؤسفه
Radwa,1,سيء جدا وبارد وملهوش اي طعم ..............
Mona Mohamed Yehia,3,Not teasty
Safwa Mohamed,5,تحفه
Nadeen,1,The sushi was so bad!!
Seif Eldin Samir,5,.
rozan,3,packaging is horrible!
Nour Badawi,1,Rice is very overcooked
Mohamed,3,Fried rolls were delivered cold and inedible. The other rolls were okay.
Nour Han,5,احلي سوشي كلته تقريبا ❤️
Sosoorfan Al Sakati,5,إتصدمت بالمزاق والدقة أجمل من موري سوشي بجد حآطلبه كل مايخطر على بالي السوشي الله يباركله
shahinaz,1,Sushi tasted nothing like sushi the rice was over cooked and sweet definitely not ordering again never
Dina elmahdy,2,الاكل بارد و مفيش اي طعم
Mohamed Yamany,1,Very bad quality
Fatima,3,الكميه قليله النودلز مليانه صويا صوص كتير جدا والشوربه مافيش فيها طعم السمك اطلاقا مع انها سوربه سمك ماكنتش مش احسن حاجه التغليف كويس جدا والتوصيل كويس
Muhammad,5,Very quick response to my complaint and really thoughtful and kind gesture to send back a new order with NO charge. Very grateful for your generosity and kindness
Muhammad,1,The delivery man was on a hurry! Collected the money without giving back the change The delivered good was disorganised and mixed as if it was horribly shaken. Called the restaurant and said they can’t do anything about it. Very frustrating and not a...
Mourad Shawky,2,Was not hot
Rana Ahmed,3,"Great price, delivery and packaging but the sushi wasn’t fresh especially the crab sticks. Overall okay"
Toqa Osama,1,الاكل مش فريش خالص والطعم سىء جدا بجد ازاى يعنى يبيعو حاجه بايته بقالها كذا يوم حجر كدا ؟!!!!
Nour Amr,5,"i have been ordering AMA for a while now and i’m very pleased with the sushi, the fast delivery and how fresh my food is! honestly you guys are the best THANK YOU!!"
Marwa Lasheen,2,جالي متأخر اوي وبارد مايتكلش ويقولولي السواق اللي اتأخر والسواق يقول هم اللي اتأخروا
nahla,2,Cold
Doaa,1,I received leftovers of dine in orders I will hurt your restaurant badly
Menna Ezzat,5,Salmon and shrimp weren’t that fresh
Nouran Abdelrahman,3,"Price is good but taste was a bit lame, nigiri was not good"
Hager Shreef,4,Crispy pieces was not fresh and hard to eat
Fayek Yasmin,5,"Food was amazing, Ama sushi’s (zayed branch) Mohamed is very polite and professional. However, super late order and delivery from Elmenues"
Sarah Aboukhadra,5,Best sushi ever
Лариса Ляпина,1,"the worst order what I asked before. salat without dressing, rolls half of portion, put in one box like not for humans. have a 25% discount but send me check without."
Alaa Fawzy,2,Not fresh
Mahmoud,2,Quality is so bad
Esraa Nassar,3,الاكل بارد جداً
Lana Zahreldin,3,I just have one comment that 30 pics pack and there was four pics with snake meat and snake meat is haram to eat it but because there is no option to change it because I ordered it from the app the was really bad cuz in the end throw them away and I...
Halla Mhd,5,"Simply delicious, not fishy, would definitely order again!!"
Mirit,1,Received my order 2.5 hours late. It was cold and didn’t taste good. It was also not my order.
Dina,1,Worst order ever
Fatma El Rawy,5,Very delicious and I hope it in next order♥️
Mona,3,الديلفري غريب جدا
Aya,1,"It was cold and overpriced, last time to order from here"
Abd elrahman,2,Bashe3
abdalla salem,5,1
salma,2,كنت متعوده اكل دايما وعجبني المرد دي مش اوي خالص
Hassnaa,1,Worst sushi ever
Merna Essam,5,Driver was so polite and helpful thanks ama for the great experience
Yasmine Boghdady,5,Delivery is still super duper late
Mariam,1,لو سمحت عندي شكوى كبيره قوي على الدليفري و عاوزه حد يتواصل معى
Yasmin Said,1,Sushi wasn’t fresh
Sama Selim,2,The sushi was cold and soggy
Maro Victor,1,الاكل كان ساقع وليس ساخن
Ahmed Hassan,5,جميل جدا و الصوصات مجانيه مع العرض و كافيه لكل اللي كانوا بياكلوا 😻
Merna,5,The pieces need to be bigger
Christine Younan,5,Please make more offers
wafaa,1,didn’t receive the order yet !!!!
Noorhan Tarek,5,تحففففة وهطلب منكم تاني ان شاء الله اعملوا اوفر حلوة بس
nahla,1,Very cold and oily
Fatma,5,To7fa♥️♥️♥️
Amira El Zayat,2,Sushi was not fresh by all means. The quality of ingredients are so bad. Salad was soggy & the sushi had a weird after taste. You can just tell the ingredients suck
Amira El Zayat,1,Not fresh by all means
Saad,1,The food arrived completely damaged all pieces broken
Sarah Abdel-Wahaab,5,Very good
salma,5,تتتتحفه☺️☺️☺️
farah,1,the soup was spilt all over my food and it came cold and the sushi was soggy
Samar Hegazy,1,"I always order the glass vegetable noodles but last time the sauce was very bad and bitter, no vegetables and alot of lemon juice on it. Please fix it as i really love it and i want to keep ordering it"
Samar,2,الاكل لسا ماوصل
nadeen,1,اوحش سوشي اكلته في حياتي السوشي كله جاي تونة مفيهوش سالمون وقمة الزفارة زفر جدا جدا
Samir,1,"Very poor quality, taste very bad I do not recommend"
Nashwa,5,Very good But very late in delivery
Engy Gaber,5,Tohfaaaaaaaaaaaa
Mariam Abubakr,4,Al t3m hlw bas al piece so8yra awyyy
Omar Khairy,1,The food was so cold Very late delivery The food quality was extremely bad
Maged Ahmed,1,bad quality
Samar,5,ممتاز
Esraa Osama,3,الاوردًر ناقص قطعه جايلى ١١ بدل ١٢
Mahmoud Refat,3,the quality was great and the taste was good but the food was so good that no one could bear it
Hala Moataz,5,the food was so mouthwatering
Soraya,1,طلبته اخر مرتين بقي سيء اوي والسوشي مش فريش
Kirollos Bekhet,2,Very bad taste
Esraa Osama,5,It was yummy 😍
Hana,1,My order came with rotten avocados
Doaa,1,Sauce was all over the pack and it was open fried sushi was terrible.i will not order again from Ama sushi
sarahdessouki,2,"Literally took 3 hours to deliver, very dissapointing"
Pamela,1,the salmon tartar was disgusting. I smelled and coudnt eat the salmon. I threw it all. the salmon looked grey and old. I took a pic of u need to see
Pamela,1,very bad salmon tartare. Old and not fresh
Pamela,1,the salmon tartar was very very bad. I tried one piece and smelled it. couldn't even eat it. its not fresh at all and looks like raw chicken.
هند احمد,5,جميل وساخن
Nermine Soliman Awad,5,very delicious and fresh really love it
Arwa Sherif,4,there wasn't chopsticks with the order
Alia Adel,3,The Hot lemon didn’t have any lemony taste. The rice in Both Moscow and Philadelphia was chewable as if it came out of the fridge
zeina,1,Bad experience. It was soo bad not tasty at all and rolls were very small
Ahmed Sherif,5,الراجل بتاع التوصيل محترام جدا جدا جدا 💓
Dina Ayman Mohamed,1,الطلب في منه كان جي مقلوب و مش المقلي مش جي سخن جاي بارد عكس المتوقع من سوشي اما و الافوكادو الب في السوشي لونها اسود و مش طازة و كانت تجربه للاسف هتخليني مكررش الطلب منهم
Noha,1,i ordered and payed for glass noodles however i received egg noodles !
Ghada Mohamed,5,amazing
Merna Essam,5,I am not sure why packaging worsen from first couple of time I ordered from them this is regarding the sauces also would recommend if they put easy sticks as well but for the tase it was always delicious
Reham Alsharif,5,just wow 👌
Ahmed Elzoghbi,3,"Price was attractive, taste good but not as expected."
mervo eissa,5,تحفه
-Kouky Dwidar-,3,"menus driver has been late , and the restaurant sent a driver from the restaurant"
Donia,3,Food is not fresh and cold
Sara,5,اول مرة اجرب AMA sushi … الاكل كان حلو اوي بس بارد
Ranyah El Habashy,5,Tohfaaaaaaa
sarah,2,"food was cold, quality was bad and the delivery was extremely late"
Maram Hesham,5,amaaaazing!!!!
Mayar Yasser,3,unfortunately the quality keeps getting worse
Bassem Abou El-Nasr,3,the food tastes great but order is a complete mess; missing geisha roll anf substituted octopus sashimi with salmon sashimi
May Ariny,2,food was not fresh
Marwa Ali,5,All the shusi was fresh & delicious & they have a huge selection of sauces very yummy
noura ahmad,4,the crab was a bit dry but other than that the food was delicious . the raw salmon is buttery and fresh
Sherif Ezzat,1,الاوردر اتأخر جدا تقريبا ساعتين، و وصل بارد و مجلد ووحش و طريقة وضع قطع السوشى جوه العلبة صعبة جدا
Hala M. Anwar,2,الاڤوكادو بايظ لونه بني و منقط السلمون زفر و طعمه قرب يبوظ حتي اطرافه لونها كان غامق الكابوريا مفرومه في احد الصناف و المفروض بتكون سليمه مما اعطاني انطباع اني بأكل بواقي اكل الhot lemon تحفه كما تعودت منكم
kett h,5,very good and supportive
sarahdessouki,5,The food was delicious and everything was perfect. Worth the wait 👌🏻
Samy,5,👍
Maged Ahmed,3,high cost compared to quality ...... bad experience
Fatema Elharouny,3,Everyone ate it Got sick after eating it
Irini Michel,4,"the delivery came late 30 min. but other than that every thing is more than perfect: packaging, portions, taste, presentation... defenitely will order again from them."
esraa,5,Good delivery
Miral,5,Sooo goooooddd
Noha,5,excellent packaging excellent food quality the order came fresh and the delivery was very fast
Asmaa Elkholy,5,Excellent
Adham Mersal,5,Nice
Samar Yakout,5,رائع
Fayrouz Abdelhalim,4,"Recieved the order on time and it wasnt messy and everyrhing in place except two points. The fried hot lemon is a bit too oily and I wish of there was an option where we choose which sauces we want (soya sauce ,terikyake, etc) Other than that the 30 ..."
Mohamed Dawood,5,ممتاز و نظيف . انصح بتجربته و سعرو كويس بالمقارنة مع الاماكن التانية
Mariam Khaled Farrag,5,The food is perfect but i received the order too late
Muhammad Youssef,2,don't try wasabi
Alaa Osama Fahmy,3,The sushi smelled bad
Yasmin,1,سئ والأكل بارد رغم اني نبهت انه يجي فريش ومدلوق على بعضه وناقص قطع، يعني فعلا طعمه يوجع البطن، خسارة الفلوس والوقت
Carol Philip Eldaief,5,Very good
jana,1,it was so bad
